county,account_number,name,street,city,state,zip,phone,materials,lat,lng,google_place_id,hours_mon,hours_tue,hours_wed,hours_thu,hours_fri,hours_sat,hours_sun,drop_off_notes,raw_json
San Luis Obispo,L164758,Petro Grande,525 Traffic Way,Arroyo Grande,CA,93420,805-473-1977,rechargeable;singleuse;cellphones,35.1179294,-120.5744974,ChIJwcb7Wode7IARYmF9NgKgq_E,,,,,,,,,"{""businessName"": ""Petro Grande"", ""accountNumber"": ""L164758"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""525 Traffic Way"", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.1179294"", ""addressLongitude"": ""-120.5744974"", ""mainPhone"": ""805-473-1977"", ""googlePlaceID"": ""ChIJwcb7Wode7IARYmF9NgKgq_E"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164633,Central Market,2061 Cienaga,Oceano,CA,93445,805-489-5300,rechargeable;singleuse;cellphones,35.0985605,-120.609517,ChIJt7shRwNc7IAR6z4nOtYsFH0,,,,,,,,,"{""businessName"": ""Central Market"", ""accountNumber"": ""L164633"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""2061 Cienaga"", ""addressCity"": ""Oceano"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93445"", ""addressLatitude"": ""35.0985605"", ""addressLongitude"": ""-120.609517"", ""mainPhone"": ""805-489-5300"", ""googlePlaceID"": ""ChIJt7shRwNc7IAR6z4nOtYsFH0"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164584,7-Eleven,701 S. Elm St.,Arroyo Grande,CA,93420,805-489-7789,rechargeable;singleuse;cellphones,35.106278,-120.601044,ChIJFZDA66Be7IARi70MJCPRFog,,,,,,,,,"{""businessName"": ""7-Eleven"", ""accountNumber"": ""L164584"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""701 S. Elm St."", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.106278"", ""addressLongitude"": ""-120.601044"", ""mainPhone"": ""805-489-7789"", ""googlePlaceID"": ""ChIJFZDA66Be7IARi70MJCPRFog"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164728,Miner?s Ace Hardware,186 Station Way,Arroyo Grande,CA,93420,805-489-9100,rechargeable;singleuse;cellphones,35.1207964,-120.5800275,ChIJVVUlVI9e7IARLwi0vhaDD_0,,,,,,,,,"{""businessName"": ""Miner?s Ace Hardware"", ""accountNumber"": ""L164728"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""186 Station Way"", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.1207964"", ""addressLongitude"": ""-120.5800275"", ""mainPhone"": ""805-489-9100"", ""googlePlaceID"": ""ChIJVVUlVI9e7IARLwi0vhaDD_0"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164709,Last Chance Liquor,320 E Branch St,Arroyo Grande,CA,93420,805-481-3330,rechargeable;singleuse;cellphones,35.1245572,-120.5758238,ChIJw9n7s4le7IARyVdEs011SQg,,,,,,,,,"{""businessName"": ""Last Chance Liquor"", ""accountNumber"": ""L164709"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""320 E Branch St"", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.1245572"", ""addressLongitude"": ""-120.5758238"", ""mainPhone"": ""805-481-3330"", ""googlePlaceID"": ""ChIJw9n7s4le7IARyVdEs011SQg"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164613,Bewley's Chevron,251 E. Grand Ave.,Arroyo Grande,CA,93420,805-489-5048,rechargeable;singleuse;cellphones,35.1218568,-120.5819607,ChIJqZbJD49e7IARJWfmUvtVBNc,,,,,,,,,"{""businessName"": ""Bewley's Chevron"", ""accountNumber"": ""L164613"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""251 E. Grand Ave."", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.1218568"", ""addressLongitude"": ""-120.5819607"", ""mainPhone"": ""805-489-5048"", ""googlePlaceID"": ""ChIJqZbJD49e7IARJWfmUvtVBNc"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164605,Arroyo Grande Shell Station,222 E. Grand Ave.,Arroyo Grande,CA,93420,805-489-7540,rechargeable;singleuse;cellphones,35.1221745,-120.5825002,ChIJbWEtB49e7IARrioFlY6POH4,,,,,,,,,"{""businessName"": ""Arroyo Grande Shell Station"", ""accountNumber"": ""L164605"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""222 E. Grand Ave."", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.1221745"", ""addressLongitude"": ""-120.5825002"", ""mainPhone"": ""805-489-7540"", ""googlePlaceID"": ""ChIJbWEtB49e7IARrioFlY6POH4"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164601,Arco AM/PM,100 Grand Ave.,Arroyo Grande,CA,93420,805-473-8365,rechargeable;singleuse;cellphones,35.1207985,-120.5860328,ChIJj692L5Be7IARIdZ5z5LUaOQ,,,,,,,,,"{""businessName"": ""Arco AM/PM"", ""accountNumber"": ""L164601"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""100 Grand Ave."", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.1207985"", ""addressLongitude"": ""-120.5860328"", ""mainPhone"": ""805-473-8365"", ""googlePlaceID"": ""ChIJj692L5Be7IARIdZ5z5LUaOQ"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164558,Valero,610 Grand Ave.,Arroyo Grande,CA,93420,805-489-1455,rechargeable;singleuse;cellphones,35.1198004,-120.5887941,ChIJ8xYf8ZBe7IARfltIrT8y7vU,,,,,,,,,"{""businessName"": ""Valero"", ""accountNumber"": ""L164558"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""610 Grand Ave."", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.1198004"", ""addressLongitude"": ""-120.5887941"", ""mainPhone"": ""805-489-1455"", ""googlePlaceID"": ""ChIJ8xYf8ZBe7IARfltIrT8y7vU"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164744,Oceano Market/Valero,1711 Front St,Oceano,CA,93445,805-489-3138,rechargeable;singleuse;cellphones,35.1010283,-120.6152621,ChIJCThsCape7IARb_ZpdqGq2o4,,,,,,,,,"{""businessName"": ""Oceano Market/Valero"", ""accountNumber"": ""L164744"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""1711 Front St"", ""addressCity"": ""Oceano"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93445"", ""addressLatitude"": ""35.1010283"", ""addressLongitude"": ""-120.6152621"", ""mainPhone"": ""805-489-3138"", ""googlePlaceID"": ""ChIJCThsCape7IARb_ZpdqGq2o4"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164585,7-Eleven Food Store,830 Grand Ave.,Arroyo Grande,CA,93420,805-481-0865,rechargeable;singleuse;cellphones,35.1191523,-120.5913341,ChIJydMYM5de7IARU2dTqlTAOMY,,,,,,,,,"{""businessName"": ""7-Eleven Food Store"", ""accountNumber"": ""L164585"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""830 Grand Ave."", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.1191523"", ""addressLongitude"": ""-120.5913341"", ""mainPhone"": ""805-481-0865"", ""googlePlaceID"": ""ChIJydMYM5de7IARU2dTqlTAOMY"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164743,Oceano Community Services District,1655 Front St,Oceano,CA,93445,805-481-6730,rechargeable;singleuse;cellphones,35.1024944,-120.616812,ChIJFcrOVqpe7IARqA_JNSPRE8w,,,,,,,,,"{""businessName"": ""Oceano Community Services District"", ""accountNumber"": ""L164743"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""1655 Front St"", ""addressCity"": ""Oceano"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93445"", ""addressLatitude"": ""35.1024944"", ""addressLongitude"": ""-120.616812"", ""mainPhone"": ""805-481-6730"", ""googlePlaceID"": ""ChIJFcrOVqpe7IARqA_JNSPRE8w"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164612,Best Care Pharmacy,1051 Grand Ave.,Arroyo Grande,CA,93420,805-481-1961,rechargeable;singleuse;cellphones,35.1188746,-120.5954179,ChIJxe7ESpZe7IARHXZX9ZSTWGU,,,,,,,,,"{""businessName"": ""Best Care Pharmacy"", ""accountNumber"": ""L164612"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""1051 Grand Ave."", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.1188746"", ""addressLongitude"": ""-120.5954179"", ""mainPhone"": ""805-481-1961"", ""googlePlaceID"": ""ChIJxe7ESpZe7IARHXZX9ZSTWGU"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L85758,Rite Aid,1207 E Grand Ave,Arroyo Grande,CA,93420-2419,805-489-1830,rechargeable;cellphones,35.1193103,-120.6012013,ChIJ0SlUIrxe7IARYXYTgbQhlw0,,,,,,,,,"{""businessName"": ""Rite Aid"", ""accountNumber"": ""L85758"", ""acceptedMaterials"": ""rechargeable;cellphones"", ""addressStreet"": ""1207 E Grand Ave"", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420-2419"", ""addressLatitude"": ""35.1193103"", ""addressLongitude"": ""-120.6012013"", ""mainPhone"": ""805-489-1830"", ""googlePlaceID"": ""ChIJ0SlUIrxe7IARYXYTgbQhlw0"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164619,Brisco?s True Value Hardware,1005 El Camino Real,Arroyo Grande,CA,93420,805-489-5536,rechargeable;singleuse;cellphones,35.1238204,-120.5941865,ChIJrcifrJVe7IARCKW1Skf1TqI,,,,,,,,,"{""businessName"": ""Brisco?s True Value Hardware"", ""accountNumber"": ""L164619"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""1005 El Camino Real"", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.1238204"", ""addressLongitude"": ""-120.5941865"", ""mainPhone"": ""805-489-5536"", ""googlePlaceID"": ""ChIJrcifrJVe7IARCKW1Skf1TqI"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164679,Farm Supply Company,1079 El Camino Real,Arroyo Grande,CA,93420,805-489-5514,rechargeable;cellphones;singleuse,35.124466,-120.5959449,ChIJSxqGbpVe7IAREyc6J8O8jss,,,,,,,,,"{""businessName"": ""Farm Supply Company"", ""accountNumber"": ""L164679"", ""acceptedMaterials"": ""rechargeable;cellphones;singleuse"", ""addressStreet"": ""1079 El Camino Real"", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.124466"", ""addressLongitude"": ""-120.5959449"", ""mainPhone"": ""805-489-5514"", ""googlePlaceID"": ""ChIJSxqGbpVe7IAREyc6J8O8jss"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164721,Market Express,1051 S 13th St,Grover Beach,CA,93433,805-481-7032,rechargeable;singleuse;cellphones,35.1121372,-120.6156298,ChIJu1U0PrJe7IAR1jP9ZKlluJE,,,,,,,,,"{""businessName"": ""Market Express"", ""accountNumber"": ""L164721"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""1051 S 13th St"", ""addressCity"": ""Grover Beach"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93433"", ""addressLatitude"": ""35.1121372"", ""addressLongitude"": ""-120.6156298"", ""mainPhone"": ""805-481-7032"", ""googlePlaceID"": ""ChIJu1U0PrJe7IAR1jP9ZKlluJE"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164705,Johnson's Market & Gifts,1262 Pacific Blvd,Oceano,CA,93445,805-481-5866,rechargeable;singleuse;cellphones,35.1067997,-120.6235703,ChIJyc4mQ1JZ7IARfADlJKIikd4,,,,,,,,,"{""businessName"": ""Johnson's Market & Gifts"", ""accountNumber"": ""L164705"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""1262 Pacific Blvd"", ""addressCity"": ""Oceano"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93445"", ""addressLatitude"": ""35.1067997"", ""addressLongitude"": ""-120.6235703"", ""mainPhone"": ""805-481-5866"", ""googlePlaceID"": ""ChIJyc4mQ1JZ7IARfADlJKIikd4"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L124307,CVS Pharmacy,1435 E Grand Ave,Arroyo Grande,CA,93420-2423,805-474-5720,rechargeable;cellphones,35.1203532,-120.6064155,ChIJOSErsLle7IARQPbjryBRznc,,,,,,,,,"{""businessName"": ""CVS Pharmacy"", ""accountNumber"": ""L124307"", ""acceptedMaterials"": ""rechargeable;cellphones"", ""addressStreet"": ""1435 E Grand Ave"", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420-2423"", ""addressLatitude"": ""35.1203532"", ""addressLongitude"": ""-120.6064155"", ""mainPhone"": ""805-474-5720"", ""googlePlaceID"": ""ChIJOSErsLle7IARQPbjryBRznc"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164670,Dollar Tree Stores,1400 Grand Ave.,Arroyo Grande,CA,93420,805-489-4268,rechargeable;singleuse;cellphones,35.1215983,-120.604848,ChIJV_0R5bhe7IAR1oY1xdIF2GQ,,,,,,,,,"{""businessName"": ""Dollar Tree Stores"", ""accountNumber"": ""L164670"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""1400 Grand Ave."", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.1215983"", ""addressLongitude"": ""-120.604848"", ""mainPhone"": ""805-489-4268"", ""googlePlaceID"": ""ChIJV_0R5bhe7IAR1oY1xdIF2GQ"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164745,Office Max,1130 W Branch,Arroyo Grande,CA,93420,805-474-4970,rechargeable;singleuse;cellphones,35.1288057,-120.5950878,ChIJwdFQ9upe7IARYeXoXbCQ4WQ,,,,,,,,,"{""businessName"": ""Office Max"", ""accountNumber"": ""L164745"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""1130 W Branch"", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.1288057"", ""addressLongitude"": ""-120.5950878"", ""mainPhone"": ""805-474-4970"", ""googlePlaceID"": ""ChIJwdFQ9upe7IARYeXoXbCQ4WQ"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164689,HAGGENS,1132 W. Branch,Arroyo Grande,CA,93420,805-473-9131,rechargeable;singleuse;cellphones,35.1287556,-120.5954498,ChIJGYVd9epe7IARs2YTcTJLtus,,,,,,,,,"{""businessName"": ""HAGGENS"", ""accountNumber"": ""L164689"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""1132 W. Branch"", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.1287556"", ""addressLongitude"": ""-120.5954498"", ""mainPhone"": ""805-473-9131"", ""googlePlaceID"": ""ChIJGYVd9epe7IARs2YTcTJLtus"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164797,Smart & Final,1464 Grand Ave.,Arroyo Grande,CA,93420,805-481-3103,rechargeable;singleuse;cellphones,35.1221104,-120.606099,ChIJDzFlZ7he7IARwWntXitxKS8,,,,,,,,,"{""businessName"": ""Smart & Final"", ""accountNumber"": ""L164797"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""1464 Grand Ave."", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.1221104"", ""addressLongitude"": ""-120.606099"", ""mainPhone"": ""805-481-3103"", ""googlePlaceID"": ""ChIJDzFlZ7he7IARwWntXitxKS8"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164644,Cingular,1138 W. Branch,Arroyo Grande,CA,93420,805-473-3400,rechargeable;singleuse;cellphones,35.1287505,-120.5963565,ChIJz0vqfOpe7IAR0V4DrqE6aY0,,,,,,,,,"{""businessName"": ""Cingular"", ""accountNumber"": ""L164644"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""1138 W. Branch"", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420"", ""addressLatitude"": ""35.1287505"", ""addressLongitude"": ""-120.5963565"", ""mainPhone"": ""805-473-3400"", ""googlePlaceID"": ""ChIJz0vqfOpe7IAR0V4DrqE6aY0"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164566,Von's,1758 Grand Ave.,Grover Beach,CA,93433,805-481-0877,rechargeable;singleuse;cellphones,35.1197726,-120.6104609,ChIJlzfRprde7IARUtKHO5SROQA,,,,,,,,,"{""businessName"": ""Von's"", ""accountNumber"": ""L164566"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""1758 Grand Ave."", ""addressCity"": ""Grover Beach"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93433"", ""addressLatitude"": ""35.1197726"", ""addressLongitude"": ""-120.6104609"", ""mainPhone"": ""805-481-0877"", ""googlePlaceID"": ""ChIJlzfRprde7IARUtKHO5SROQA"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L85759,Rite Aid,1690 E Grand Ave,Arroyo Grande,CA,93420-2469,805-474-0469,rechargeable;cellphones,35.1215173,-120.6083933,ChIJIQmfH7he7IAR_F9ekYSbcaU,,,,,,,,,"{""businessName"": ""Rite Aid"", ""accountNumber"": ""L85759"", ""acceptedMaterials"": ""rechargeable;cellphones"", ""addressStreet"": ""1690 E Grand Ave"", ""addressCity"": ""Arroyo Grande"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93420-2469"", ""addressLatitude"": ""35.1215173"", ""addressLongitude"": ""-120.6083933"", ""mainPhone"": ""805-474-0469"", ""googlePlaceID"": ""ChIJIQmfH7he7IAR_F9ekYSbcaU"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164760,Pier Liquor,393 Pier Ave,Oceano,CA,93445,805-489-7722,rechargeable;singleuse;cellphones,35.1061883,-120.6281027,ChIJg1UfyVFZ7IARANdlmzvAtsE,,,,,,,,,"{""businessName"": ""Pier Liquor"", ""accountNumber"": ""L164760"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""393 Pier Ave"", ""addressCity"": ""Oceano"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93445"", ""addressLatitude"": ""35.1061883"", ""addressLongitude"": ""-120.6281027"", ""mainPhone"": ""805-489-7722"", ""googlePlaceID"": ""ChIJg1UfyVFZ7IARANdlmzvAtsE"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164630,Cellular One,1800 W Grand Ave,Grover Beach,CA,93433,805-474-6744,rechargeable;singleuse;cellphones,35.1210223,-120.6103101,Ei0xODAwIFcgR3JhbmQgQXZlLCBHcm92ZXIgQmVhY2gsIENBIDkzNDMzLCBVU0EiMRIvChQKEglPX1HGt17sgBEziptDYTUUMRCIDioUChIJpw254TRZ7IARlIYr91ipfjQ,,,,,,,,,"{""businessName"": ""Cellular One"", ""accountNumber"": ""L164630"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""1800 W Grand Ave"", ""addressCity"": ""Grover Beach"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93433"", ""addressLatitude"": ""35.1210223"", ""addressLongitude"": ""-120.6103101"", ""mainPhone"": ""805-474-6744"", ""googlePlaceID"": ""Ei0xODAwIFcgR3JhbmQgQXZlLCBHcm92ZXIgQmVhY2gsIENBIDkzNDMzLCBVU0EiMRIvChQKEglPX1HGt17sgBEziptDYTUUMRCIDioUChIJpw254TRZ7IARlIYr91ipfjQ"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,207686,TRINITY CYCLERY,1343 WEST GRAND AVE,Grover Beach,CA,93433,805-473-8324,ebike,35.1214872,-120.6147523,ChIJbxzbBMpe7IARs8kbgXEnDeU,,,,,,,,,"{""businessName"": ""TRINITY CYCLERY"", ""accountNumber"": ""207686"", ""acceptedMaterials"": ""ebike"", ""addressStreet"": ""1343 WEST GRAND AVE"", ""addressCity"": ""Grover beach"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93433"", ""addressLatitude"": ""35.1214872"", ""addressLongitude"": ""-120.6147523"", ""mainPhone"": ""805-473-8324"", ""googlePlaceID"": ""ChIJbxzbBMpe7IARs8kbgXEnDeU"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
San Luis Obispo,L164677,Extra Mile Chervon,1284 Grand Ave,Grover Beach,CA,93483,805-489-2279,rechargeable;singleuse;cellphones,35.1207303,-120.6161054,ChIJ9ZSTdspe7IARoP9ouS5AQp0,,,,,,,,,"{""businessName"": ""Extra Mile Chervon"", ""accountNumber"": ""L164677"", ""acceptedMaterials"": ""rechargeable;singleuse;cellphones"", ""addressStreet"": ""1284 Grand Ave"", ""addressCity"": ""Grover Beach"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""93483"", ""addressLatitude"": ""35.1207303"", ""addressLongitude"": ""-120.6161054"", ""mainPhone"": ""805-489-2279"", ""googlePlaceID"": ""ChIJ9ZSTdspe7IARoP9ouS5AQp0"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
